Title,Cast,Overview,Language,Genres,Primary_Mood,Moods,Genres_Source,Rating,release_year,has_release_year,Popularity_Scaled,Vote_Count_Scaled,Rating_Scaled,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western,Language_english,Language_hindi,Language_kannada,Language_telugu,mood_admiration,mood_amusement,mood_anger,mood_approval,mood_caring,mood_confusion,mood_curiosity,mood_desire,mood_excitement,mood_fear,mood_joy,mood_love,mood_neutral,mood_optimism,mood_realization,mood_sadness,mood_surprise
sye,"nithiin, genelia d'souza, pradeep ram singh rawat, shashank, rajiv kanakala",,telugu,"drama, action",sadness,"sadness, neutral",original,6.0,2004.0,1,-0.417204925949784,-0.9982459939628232,-0.101809051228807,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
amigos,"kalyan ram, ashika ranganath, brahmaji, jayaprakash, saptagiri",,telugu,drama,sadness,"sadness, neutral",original,6.0,2023.0,1,0.3261062812476256,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
peddi,"ram charan, janhvi kapoor, shivaraj kumar, jagapati babu, divyendu sharma","in 1980s rural andhra pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rival.",telugu,"drama, action",excitement,excitement,original,6.0,2026.0,1,-0.0794143701289657,-0.9982459939628232,-0.101809051228807,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
murari,"mahesh babu, sonali bendre, lakshmi, sukumari, kaikala satyanarayana","circa 1800s, an intoxicated jamindar insults durga devi by stealing her temple idol. enraged, devi kills him and places a curse on his heirs that, every 48 years, she will take one family member. and every 48 years, a male heir meets an unfortunate, accidental end. come present day (the end of another 48 years), it's murari's turn.",telugu,"drama, romance, thriller",anger,"anger, caring",original,6.5,2001.0,1,-0.1433798071723377,0.0180623935715034,0.2850191200137793,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
junior,"kireeti reddy, sreeleela, genelia d'souza, v. ravichandran, sudharani","a free-spirited young man suffocated by his fathers obsessive love escapes to the city in search of freedom, but his carefree attitude soon puts him at odds with his emotionally distant corporate boss. he embarks on a heartwarming journey of redemption and connection discovering the true depth of sacrifice love and the fleeting nature of time.",telugu,"drama, family",caring,"caring, love",original,6.0,2025.0,1,-0.2908562435146595,-0.758997940807967,-0.101809051228807,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ammu,"aishwarya lekshmi, naveen chandra, bobby simha, maala parvathi, satya krishnan","ammu's thought marriage was a fairy tale full of love and magic, ends when her cop-husband ravi hit her for the very first time. what ammu thought was a one-off incident soon turned into a never-ending cycle of abuse, trapping her and breaking her soul and spirit. pushed to her limits, ammu teams up with an unlikely ally to break free.",telugu,drama,love,love,original,8.1,2022.0,1,-0.1372014981128895,-0.2034811645406015,1.5228692679900553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vimanam,"samuthirakani, master dhruvan, anasuya bharadwaj, meera jasmine, rahul ramakrishna","differently abled and single parent veerayya, with limited financial resources embarks on an endless pursuit to make his son raju's biggest dream of traveling on an aeroplane come true.",telugu,"drama, family",optimism,optimism,original,8.0,2023.0,1,-0.2216839418321592,-0.758997940807967,1.4455036337415383,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
magadheera,"ram charan, kajal agarwal, dev gill, srihari, sunil varma","a street-bike racer chances upon a woman and is struck by visions of a past life where they were both star-crossed lovers in a war-ridden kingdom 400 years ago, while the reincarnation of his romantic rival emerges with murderous intent.",telugu,action,love,love,original,7.23,2009.0,1,0.4675605708409179,0.7289260199545721,0.8497882500279557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
daaku maharaaj,"nandamuri balakrishna, bobby deol, pragya jaiswal, shraddha srinath, vedha agarwal",a violent outlaw takes a job as a personal driver in order to protect the life of a little girl.,telugu,action,caring,caring,original,5.2,2025.0,1,-0.1371306364303059,-0.0873437411909825,-0.720734125216945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
show time,"naveen chandra, kamakshi bhaskarla, raja ravindra, naresh","""show time"" is a gripping thriller that explores how an accidental murder shatters the lives of a middle-class family. the story follows a seemingly ordinary family whose world turns upside down when a momentary lapse in judgment leads to an unintended crime. as they struggle to cover up the incident, they are pulled into a web of lies, guilt, and paranoia, testing their bonds and morals.",telugu,"comedy, thriller",caring,caring,original,4.0,2025.0,1,-0.1516588673292245,-0.758997940807967,-1.6491217361991524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jathi ratnalu,"naveen polishetty, priyadarshi pullikonda, rahul ramakrishna, faria abdullah, murali sharma","srikanth and his friends sekhar and ravi head to the city in pursuit of some izzat. once there, they realise that maybe they were better off back home in jogipet.",telugu,"comedy, drama",joy,"joy, amusement",original,7.239,2021.0,1,-0.1586184840579619,0.098697358122734,0.8567511571103218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
maska,"ram pothineni, mukesh rishi, hansika motwani, sheela kaur, brahmanandam","krish is a happy-go-lucky guy who lives with his brother and sister-in-law. he woos a girl named manju. manju happens to be the daughter of a mla simhachalam. krish's only intention is to become rich by marrying her and doesn't have any feelings whatsoever toward her. he also meets a girl called meenakshi, aka meenu ; he starts to like her for real and falls in love with her. meanwhile, simhachalam and shinde run against each other in a presidential election in delhi. shinde is a man of misdeeds. shinde tries to find faults in simhachalam's personal life so that he can expose him in front of the high command of the party, so that his route will be clear to get the party ticket. shinde comes to learn that simhachalam has another wife (sita) and a daughter who live in hyderabad. he sends his men to find them. .",telugu,"action, romance",joy,"joy, love",original,5.125,2009.0,1,-0.1610658941450974,-0.4427292176954577,-0.7787583509033331,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sarileru neekevvaru,"mahesh babu, vijayashanti, rashmika mandanna, prakash raj, sangeetha krish",a tough army major is deployed to kurnool on a mission to keep the country safe from external threats.,telugu,action,excitement,"excitement, anger",original,6.2,2020.0,1,-0.1846718844346797,0.3972615861924924,0.0529222172682276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
they call him og,"pawan kalyan, emraan hashmi, priyanka arul mohan, prakash raj, sriya reddy","og revolves around a ruthless gangster named ojas gambheera ""og"" who returns to mumbai after disappearing for 10 years on a personal crusade to finish crime bosses.",telugu,"action, thriller",sadness,sadness,original,6.0,2025.0,1,-0.189366251085129,-0.9982459939628232,-0.101809051228807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thandel,"naga chaitanya akkineni, sai pallavi, sundip ved, prakash belawadi, kalpalatha","fisherman raju is deeply in love with satya. however, at one point, she urges him to stop going to the sea and look for other jobs. ignoring her plea, raju ventures out and accidentally drifts into pakistani waters, where he is arrested.",telugu,"romance, action, drama, thriller",love,love,original,6.7,2025.0,1,-0.19083637424944,-0.1129229955806623,0.439750388510814,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rx 100,"kartikeya gummakonda, payal rajput, rao ramesh, ramki, laxman meesala","when a city-bred girl comes home to her village, she falls for the macho village boy and asks him out. as a passionate romance brews, the guy falls madly in love with her, but does she feel the same way? or is it just a passionate summer fling?",telugu,"drama, action, romance",love,love,original,5.5,2018.0,1,-0.1973227470916473,0.098697358122734,-0.4886372224713933,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
yevadu,"ram charan, sai kumar, jayasudha, shruti haasan, amy jackson","satya is given a different face after he suffers burn-related injuries. after being released from the hospital, he deals with the murderer of his lover deepti. but his new face has given him new foes.",telugu,"action, thriller",love,love,original,6.2,2014.0,1,-0.1995406833808791,0.4149660812352432,0.0529222172682276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vinaya vidheya rama,"ram charan, kiara advani, vivek oberoi, sneha, prashanth","ram is one among the five orphaned boys in visakhapatnam, adopted by a doctor who ensures them a roof to live under, with dignity. ram goes to any extent to protect his family and he's a handful for the baddie to handle in a time of crisis. how does ram protect his family when they need him the most?",telugu,"action, drama",caring,caring,original,4.0,2019.0,1,-0.2163594852351697,0.1127875585719077,-1.6491217361991524,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
major,"adivi sesh, saiee manjrekar, sobhita dhulipala, murali sharma, prakash raj","this biopic follows the life of indian army officer major sandeep unnikrishnan, from his childhood to his heroic actions during the 2008 mumbai attacks.",telugu,"action, history, drama",approval,approval,original,6.986,2022.0,1,-0.2165092016513727,0.2481055817649158,0.661016102461573,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dragon,"n.t. rama rao jr., tovino thomas, rukmini vasanth, nasaar",,telugu,horror,fear,"fear, surprise",original,6.0,2026.0,1,0.3906683564961403,-0.9982459939628232,-0.101809051228807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
rrr: behind & beyond,"s. s. rajamouli, n.t. rama rao jr., ram charan, ajay devgn, alia bhatt","an in-depth look at the making of s.s. rajamouli's magnum opus, rrr, with behind-the-scenes footage and exclusive interviews. explores the vision, challenges, and dedication involved in creating this cinematic phenomenon.",telugu,documentary,neutral,neutral,original,5.7,2024.0,1,-0.2202571632195554,-0.5197498876531109,-0.3339059539743587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
agent,"akhil akkineni, mammootty, dino morea, sakshi vaidya, sampath raj",,telugu,"science fiction, action",excitement,"excitement, anger",original,7.0,2023.0,1,-0.6162834631110458,-0.758997940807967,0.6718472912563657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the ghazi attack,"kay kay menon, rana daggubati, atul kulkarni, taapsee pannu, amitabh bachchan",indias first underwater war film tries to decode the mystery behind the sinking of pakistani submarine pns ghazi during the indo-pak war of 1971.,telugu,"action, war, thriller, history",confusion,confusion,original,7.066,2017.0,1,-0.2333006475500048,0.5625035036589022,0.722908609860387,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sivudu,"aadhi pinisetty, nikki galrani, aakanksha singh, sunil varma, harish uthaman",,telugu,"action, thriller, crime",excitement,"excitement, anger",original,6.0,2022.0,1,-0.6214263832174782,-0.9982459939628232,-0.101809051228807,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bachhala malli,"allari naresh, amritha aiyer, hari teja, rohini, rao ramesh","the story is set in the 1990s and follows the emotional and action-filled journey of bachhala malli, a rural hero. the narrative combines intense drama with romance, focusing on the protagonists challenges and personal growth in a rustic backdrop.",telugu,"action, drama",approval,"approval, excitement",original,4.5,2024.0,1,-0.3766623823672679,-0.6190468013418342,-1.262293564956566,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
saripodhaa sanivaaram,"nani, s. j. suryah, priyanka arul mohan, sai kumar, murali sharma","set in sokulapalem, bound by a promise to his mother, surya, an lic agent leads a normal life on six days, maintains a careful ledger of everyone made him angry,unleashing his anger only on saturdays, solely for justifiable reasons. a tragic incident pits him on a collision course with the ruthless and borderline-manic cop daya.",telugu,"action, thriller",anger,"anger, caring",original,6.8,2024.0,1,-0.0499634535631645,0.068664338973359,0.517116022759331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
liger,"vijay deverakonda, ananya panday, ramya krishnan, ronit roy, makrand deshpande","the journey of liger, from karimnagar to mumbai, from a nobody to a competitor, in his search for recognition while navigating his weaknesses, relationships, and love life.",telugu,"action, romance",love,love,original,4.375,2022.0,1,-0.2565101975250783,0.2086154784394917,-1.3590006077672123,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
yashoda,"samantha ruth prabhu, varalaxmi sarathkumar, unni mukundan, madhurima narla, rao ramesh","looking to save her sister, yashoda, a desperate woman agrees to be a surrogate and move in to a plush facility - but nothing is as it seems. in the world outside eva, a hollywood starlet dies under mysterious circumstances, so do a tycoon and a super model. an unknown drug seem to hold the key to the whole mystery.",telugu,"crime, thriller, drama",confusion,confusion,original,6.2,2022.0,1,-0.2752565195333801,-0.0203284668508627,0.0529222172682276,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yamadonga,"n.t. rama rao jr., priyamani, mamta mohandas, mohan babu, brahmanandam","raja, an orphaned thief, dies while helping a gang in kidnapping a wealthy heiress, mahi, in exchange of money. he then lands in yamlok and fights with yama, the god of death, to get his life back.",telugu,"fantasy, action, comedy",sadness,sadness,original,6.2,2007.0,1,-0.249983045639222,0.1127875585719077,0.0529222172682276,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
amar akbar anthony,"ravi teja, ileana d'cruz, sayaji shinde, abhimanyu singh, vikramjeet virk",a man with dissociative identity disorder takes revenge on four businessmen for the murder of his family.,telugu,"action, drama",anger,"anger, caring",original,4.333,2018.0,1,-0.3184673223338735,-0.1129229955806623,-1.3914941741515898,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
saakini daakini,"regina cassandra, nivetha thomas, rj hemant, lahari shari, prudhviraj",two trainee female police officers find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.,telugu,"action, adventure, comedy",excitement,"excitement, anger",original,5.8,2022.0,1,-0.3606924687172361,-0.0873437411909825,-0.2565403197258417,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hit: the first case,"vishwak sen, ruhani sharma, murali sharma, bhanuchander, brahmaji",,telugu,"crime, thriller, action",anger,"anger, excitement",original,6.6,2020.0,1,0.1244018687070656,0.2750149417691106,0.3623847542622963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nenu local,"nani, keerthy suresh, naveen chandra, sachin khedekar, tulasi","this story is about a happy-go-lucky young man, babu, who falls in love with a girl. however, he runs into a problem while convincing her father to permit them to be together.",telugu,"action, comedy",joy,"joy, love",original,5.795,2017.0,1,-0.2722967357728769,0.0840073973491899,-0.2604086014382675,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
khiladi,"ravi teja, meenakshi chaudhary, dimple hayathi, arjun sarja, anasuya bharadwaj","mohan gandhi is a wanted criminal whos serving time for a crime he might or might not have committed. with large sums of money, lies and deceit involved, who is he really?",telugu,"action, thriller",excitement,"excitement, anger",original,5.6,2022.0,1,-0.422893317560811,-0.140550695032122,-0.4112715882228763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sarkaru vaari paata,"mahesh babu, keerthy suresh, samuthirakani, vennela kishore, subbaraju","mahesh, a money lender, is swindled by a gambling addict called kalaavathi in the us. while he comes to india to collect his debt, he decides to stay back and do his bit for the country's financial health.",telugu,"action, comedy, drama",excitement,"excitement, anger",original,5.6,2022.0,1,-0.2722967357728769,0.068664338973359,-0.4112715882228763,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
