Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Pran Jaye Par Vachan Na Jaye,Action,0.0,0.1258,29-12-1973,"Sunil Dutt, Rekha, Bindu Desai, Ranjeet Bedi, Madan Puri","Raja Thakur is a bandit, but a bandit with a difference. He is principled, he has respect for women, and is a man of his word. So when he assures Seth Dhanraj that he will deliver his missing daughter, Sheetal, to him even if he has to sacrifice his life, one can do nothing but believe in him. Raja Thakur does find Sheetal, only now she is known as Janniya, a dancing courtesan. He also finds out the people responsible for her plight, and decides to teach them a lesson. Before he could do so, Sheetal is kidnapped by a city gangster and held for ransom. Now Raja Thakur will have to leave the rural area, where he rules, and go into an unknown territory, to deal with unknown gangsters, and he must do so in order to keep his word.",0.0,
Kachchi Sadak,Action,9.2,0.1251,08-09-2006,"Raahul Singh, Parmita Katkar, Amrish Puri, Madhoo, Rahul Dev","When Randhir's widow mother's remarriage belies the reform it stands for, he takes to the streets, getting involved in the liquor trade as a strong arm, making money and enemies with equal rapidity, yet hoping to give his mother a happy life someday. Guided by his close confidantes and his girlfriend, he finally achieves his goal and denounces violence. Just then, he is emotionally led into using his fists for the last time for a good cause. Life takes a tragic turn and he lands behind bars to face all his foes. Yet, the dawn of a new life is only a step away. Will he make it?",2.0,
Sahhas,Action,0.0,0.1243,18-09-1981,"Mithun Chakraborty, Rati Agnihotri, Madan Puri, Shakti Kapoor, Jagdeep","Kishinchand is a Customs Officer based in Bombay. He has been assigned to infiltrate and expose a gang of smugglers and drug dealers headed by two gangsters named Jaggan and Ajay Kumar. When Ajay's brother, Vijay, becomes a Police Informer, he is shot dead by Ajay, who not only regrets his death, but also is feeling guilty about his son taking to drugs. When his son succumbs to an overdose, Vijay starts to provide information to the police with the hope of ending all criminal activity by Jaggan and his men. He does succeed considerably, only to have his daughter, Rajni, abducted and held for ransom. Vijay agrees to testify against Jaggan only if the Police and Kishinchand locate Rajni first. The question is will Kishinchand be able to locate Rajni before Jaggan and his men kill her, and even if so, there is no guarantee that Ajay will long, especially when a brutal killer, Billa, who has never failed any assignment, has been hired to kill him at any and all costs.",0.0,
Zakhmi Sipahi,Action,7.0,0.7697,25-05-1995,"Mithun Chakraborty, Om Puri, Rituparna Sengupta, Vani Viswanath, Vikas Anand",,1.0,
Mafia,Action,0.0,0.1196,24-05-1996,"Ishrat Ali, Somy Ali, Dharmendra, Aditya Pancholi, Raza Murad","Inspector Bhagat Singh is brutally murdered but the killers are never found. His brothers, Ajit and Jai Singh, decide to find the culprits and learn that he was killed by none other than the police. While this is a formula film of the mid 1990's an ageing Dharmendra still puts in a credible performance.",0.0,
"Bhagat Singh, the Immortal Martyr",Action,0.0,0.1174,01-01-1974,"Som Dutt, Achala Sachdev, Rajni Bala, Lata Arora, Aroon",Amar Shaheed Bhagat Singh is a biopic movie based on the life of Shaheed Bhagat Singh.,0.0,
Kaaboo,Action,0.0,0.1155,01-01-2002,"Faisal Hussain Khan, Rajat Bedi, Sudesh Berry, Inder Kumar, Shweta Menon","This is the story of happy-go-lucky young collegian Raja, who lives with his father, a retired school-teacher, mother, a housewife, and elder brother, Shankar, a gangster and hit-man for a criminal don named Anna. When Shankar is betrayed by Kaalia Abdul, Anna asks his men to kill Shankar, which they do. Raja abandons his studies, his sweetheart, and go on a mission to find his brother's killers. Soon he, too, becomes a pawn in Anna, Kaalia Abdul, and Minister Dharmadhikari's mind games, and is pitted against his former friend and Police Inspector Pratap, and present Police Inspector Sidhant - who has been assigned to bring in Raja - dead or alive.",0.0,
Zehreela Insaan,Action,5.0,0.1124,03-04-1974,"Rishi Kapoor, Moushumi Chatterjee, Neetu Singh, Nirupa Roy, Manorama","Arjun, a hot headed but soft hearted man, always finds himself in situations that others take him as a bad person. His childhood teacher Masterji is the only person understands him &amp; appreciates his good quality and Arjun follows his instruction/wishes completely. Arjun loves Aarti and wants to marry her but Aarti's father does not endorse this alliance and decides to get her marry to someone else. Arjun is agitated but Masterji calms him down and asks him to not disrupt this marriage, instead convince Aarti to marry the boy her father has chosen for her. Arjun follows what Masterji has asked him. Devastated Arjun finds love in Margret who he has been fighting with since she came to town. Now Margret's uncle and mother are against their marriage. This time Arjun is not lenient and does not even listen to Masterji. Arjun and Margret run away and commit suicide jumping down a mountain.",2.0,
Naach Govinda Naach,Action,0.0,0.1123,04-08-1992,"Govinda, Aruna Irani, Johny Lever, Mandakini, Anjana Mumtaz","Govinda, an aspiring dancer, lives with his poor mother. In a turn of events, he is given a break to compete with Rocky, a famous dancer in the city.",0.0,
Dada,Action,3.5,0.1096,01-01-1999,"Ishrat Ali, Arjun, Mithun Chakraborty, Jack Gaud, Manvi Goswami","An action drama depicting the enmity between two families and its aftermath. Krishna, a righteous young man, is the last survivor after his family gets brutally killed by Shibnath. Years pass by and Krishna forgets his past, but Shibnath's animosity remains fresh. What happens when Shibnath's son, Bhawani tries to reopen Krishna's old wounds once again?",1.0,
Maqaar,Action,0.0,0.1057,01-01-1986,"Zarina Wahab, Leela Mishra, Vinod Mehra, Ranjeet Bedi, Kanwarjeet Paintal",A man has uncanny resemblances to a thief who passed away in an accident two years back and his friend tries to find the truth about his actual identity.,0.0,
18.11 - A Code of Secrecy,Action,5.0,0.6486,13-06-2014,"Rehal Khan, Md. Mehatabul Haque, Bridgette Irani, Gulshan Grover, Prem Chopra",,1.0,
Aasoo Bane Angaarey,Action,7.0,0.1018,31-12-1993,"Jeetendra, Madhuri Dixit, Kiran Kumar, Bindu Desai, Prem Chopra","After the death of his first wife, Mr. Verma, who's the managing director of his firm remarries Durgadevi (Bindu), so that she can look after his son, Ravi Verma (Jeetendra). She actually seems to have a good relationship with both him and Ravi. Subsequently, Durga also gets pregnant and gives birth to a son Kiran Verma (Kiran Kumar). After a few years as Mr. Verma passes away, Durga decides to enter into politics with the help of Sewakram (Prem Chopra). Ravi takes over from his father as the managing director of his firm and instantly falls in love with a poor girl, Usha (Madhuri Dixit) after seeing a dance performance of hers.",2.0,
Aag Aur Chingari,Action,0.0,0.0997,28-01-1994,"Aparajita, Govardhan Asrani, Adi Irani, Shakti Kapoor, Ravi Kishan","In order to exact revenge on his sister, a dacoit kidnaps her daughter and includes her in his gang. However, the girl soon escapes and plans to destroy him.",0.0,
Dil Kaa Heera,Action,0.0,0.0964,30-03-1979,"Dharmendra, Hema Malini, Satyendra Kapoor, Nanditha Bose, Pinchoo Kapoor","Rajat has to make a tough choice when he discovers that his love, Roopa, brother Kundan, and a friend are members of a diamond smuggling gang.",0.0,
Spark,Action,0.0,0.0956,10-10-2014,"Rati Agnihotri, Mansha Bahl, Rajniesh Duggall, Subhashree Ganguly, Manoj Joshi","The story is about a local Indian lad Arjun (Rajneesh Duggal) who falls in love with Anupama (Shubhashree Ganguly) while he is studying in Germany. They soon become passionate lovers willing to die for each other. But life takes a twist. Years ago, something happened in India, something incomplete was left behind, a game of deceit, which couldn't be completed without him. The Masters of the game (Govind Namdeo and Ashutosh Rana) play their game and bring him back to where it all started. Arjun finds himself in between the family feud and thinks that he is the 'Jack of the Game' but he is trapped and baffled. His every move was worked upon by the Masters and now he must rise above all to find his true love and uncover the truth behind all the hatred and enmity.",0.0,
Ek Zakhm,Action,0.0,0.0954,01-01-2007,"Shalini Pal, Mukesh Tiwari, Mohan Joshi, Ganesh Yadav",A.C.P. Pujari gets involved in a murder investigation,0.0,
Gunahon ka devta,Action,0.0,0.0919,06-07-1990,"Mithun Chakraborty, Sangeeta Bijlani, Aditya Pancholi, Kulbhushan Kharbanda, Danny Denzongpa","Baldev Raj Sharma is a honest and diligent Police Inspector who lives in a city in India with his wife, and a son named Suraj. He is informed that due to his meritorious service, he will ...",0.0,
Meraa Dost Meraa Dushman,Action,0.0,0.091,25-11-1984,"Shatrughan Sinha, Smita Patil, Geeta Behl, Sanjeev Kumar, Johnny Walker","Shakti and Shaitan Singh are two brothers who belong to a gang of bandits, headed by the their dad, Bahadur Singh. One day while on a looting rampage in Jamalpur Village, Shakti is wounded and takes shelter with Harkishen and his daughter, Lali. He loses consciousness for several days, while the rest of the bandits think he is dead. When Shakti regains his senses he and Lali fall in love with each other, but Lali wants him to lead a honest life, and it is only then that he can marry her.",0.0,
Krishan Avtaar,Action,6.0,0.0904,25-06-1993,"Mithun Chakraborty, Somy Ali, Tinnu Anand, Raza Murad, Hashmat Khan",Police officers Krishan and Avtaar are asked to investigate a case involving missing children. The inquiry leads them to some politicians and corrupt officials in their department.,1.0,
Khoj,Action,0.0,0.0881,01-01-1971,"Shatrughan Sinha, Farida Jalal, Jayshree Talpade, Mehmood","A man's wife goes missing and another woman who claims to be his wife enters his life. Although he continues to deny being her husband, she produces many evidences that prove him wrong.",3.0,
7 Bijliyan,Action,0.0,0.7192,01-01-1988,"Tina Munim, Shoma Anand, Krishan Dhawan, Jugnu, Viju Khote",,0.0,
Bandit Shakuntala,Action,0.0,0.086,27-02-2023,"Hyder Kazmi, Shadab Rahbar Khan, Shakuntala Mahto, Omkar Das Manikpuri, Pratibha Yashpal Sharma","Shakuntala grows up in poverty, part of the lowest cast in Indian society. At a young age she decides to improve her position and make a better life for herself through studying hard. But at the age of 12 she is brutally raped by the Chief of her village, humiliated and dishonored she is unable to get justice. Forced into an arranged marriage with a drunkard, the marriage doesn't last. But tragedy strikes again as she is gang raped again by the Chief together with a mob of villagers. When rescued by Nadeem, an outlaw bandit, she is taught the skills on how to avenge herself. Gun in hand she seeks revenge for everything she and other women like her, have had to endure. Her name instills dread and fear, but this is just the start of her journey for justice and retribution.",0.0,
Do Dhari Talwar,Action,8.0,0.611,19-07-1929,"Eddie Billimoria, Prithviraj Kapoor, Ermeline",,1.0,
Bengal tiger,Action,10.0,0.0851,08-06-2001,"Mithun Chakraborty, Shakti Kapoor, Pramod Muthu",In caste and religion laden India there are some people who work together without any bias - they are underworld dons and gangster - and their prime motive is to amass as much money as ...,1.0,
Chakkar Pe Chakkar,Action,9.0,1.2194,30-07-1977,"Shashi Kapoor, Rekha, Pran Sikand, Amjad Khan, Bindu Desai",,1.0,
Narayan,Action,6.0,0.0785,03-11-2017,"Rahuul Aamath, Eklavey Kashyap, Deepak Mehrotra, Jogesh Sehdeva, Sanjeev Sharma","NARAYAN is a simple man and a father, living a simple life, and like all fathers, his son KABIR is his pride and joy. KABIR, is surrounded by friends and peers who seem to have it all, the great bikes, latest phones, fast cars and lots of spending money. All this and more given to them by their rich fathers. On the other hand Kabir's father, Narayan, cannot afford anything beyond a DTC bus ticket for his son. Seeing all his friends living this indulgent lifestyle, Kabir often feels short changed by his father, a traditional man, working as a simple Security Supervisor. One day Kabir's friends, who seem to be making a lot of money themselves, offer him an opportunity to make a quick buck. Egged on by desperation and greed for a similar lifestyle, an unsuspecting Kabir, takes a shortcut to making money, and soon finds himself in big trouble. Narayan fight to win back his son and also his dignity, honour and respect.",1.0,
Mera Muqaddar,Action,0.0,0.0784,22-06-1988,"Swapna, Amrit Raj, Tanuja Samarth, Kulbhushan Kharbanda, Aruna Irani","Shanti and Suraj lead a content life until he abandons her to marry Ruchi. Shanti and Ruchi both give birth to boys, who grow up and fight each other, unaware that they are half-brothers.",0.0,
Munnibai,Action,4.0,0.5869,18-09-1999,"Dharmendra, Sapna Sappu, Durgesh Nandini, Mohan Joshi, Joginder Shelly",,1.0,
The Murderer: Hamilton Palace,Action,0.0,0.9642,31-08-2011,"Mimoh Chakraborty, Ashutosh Rana",,0.0,
Kaala Sooraj,Action,0.0,0.0732,01-07-1985,"Shatrughan Sinha, Sulakshana Pandit, Amjad Khan","Karan is the ruthless leader of an underworld gang. Eventually, Majid, a smuggler, and Ranjeet, Karan's associate, join forces to assassinate Karan.",0.0,
