Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID,Language,release_year,Genres_Source,Moods,Primary_Mood
khiladi,"action, thriller",5.6,0.673,2022-02-11,"ravi teja, meenakshi chaudhary, dimple hayathi, arjun sarja, anasuya bharadwaj","mohan gandhi is a wanted criminal whos serving time for a crime he might or might not have committed. with large sums of money, lies and deceit involved, who is he really?",11.0,,telugu,2022.0,original,"excitement, anger",excitement
sarkaru vaari paata,"action, comedy, drama",5.6,0.8568,2022-05-11,"mahesh babu, keerthy suresh, samuthirakani, vennela kishore, subbaraju","mahesh, a money lender, is swindled by a gambling addict called kalaavathi in the us. while he comes to india to collect his debt, he decides to stay back and do his bit for the country's financial health.",21.0,,telugu,2022.0,original,"excitement, anger",excitement
desamuduru,"action, romance",5.6,0.8135,2007-01-12,"allu arjun, hansika motwani, pradeep ram singh rawat, ali basha, ajay","after bala, who works for a tv channel, gets into trouble with a goon, he is sent away for an out-of-town assignment. there he meets and falls in love with a girl who gets kidnapped by a gangster.",21.0,,telugu,2007.0,original,love,love
gamyam,drama,6.31,0.87,2008-02-29,"allari naresh, sharwanand, kamalinee mukherjee, rao ramesh, hema","two guys, a thief and a rich man, meet in a journey that the latter starts to find love. on their way they find the destinies of their lives.",21.0,,telugu,2008.0,original,love,love
rangasthalam,"action, drama",7.1,0.8351,2018-03-29,"ram charan, aadhi pinisetty, samantha ruth prabhu, jagapati babu, prakash raj",chitti babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.,69.0,,telugu,2018.0,original,"excitement, anger",excitement
nuvve... nuvve...,"family, drama, romance, comedy",5.8,0.6087,2002-10-10,"tarun, shriya saran, prakash raj, chandramohan, sunil varma","vishwanath is a millionaire who loves his daughter anjali obsessively. when vishwanath discovers that anjali is in love with rishi, a happy-go-lucky man from a middle class family, he tries his best to separate them.",6.0,,telugu,2002.0,original,"caring, curiosity",caring
chinna kodalu,"family, drama",6.0,0.8082,1990-12-08,"vani viswanath, prabhakar reddy","a blind man, his merciless wife, their sheepish sons and stony-hearted daughter torture the eldest daughter-in-law, who is naive. but things change when the youngest son gets married to an orphan. seeing this, she decides to teach them a lesson and make them mend their ways.",0.0,,telugu,1990.0,original,love,love
mad,"comedy, romance, drama",6.458,0.7548,2023-10-06,"sangeeth shobhan, narne nithin, ram nithin, vishnu oi, sri gouri priya reddy","set in an engineering college and revolves around the antics of the students there, primarily the boys, who get a kick out of torturing the hostel warden.",24.0,,telugu,2023.0,original,"joy, amusement",joy
khaleja,action,7.021,0.7231,2010-10-07,"mahesh babu, shafi, prakash raj, rao ramesh, anushka shetty","a village is struck by an unknown disease, decimating its population. the village priest prophecies that god's avatar will save them. siddha goes searching and finds this supernatural potential in seeta rama raju, a cab driver.",48.0,,telugu,2010.0,original,"excitement, anger",excitement
v,"action, crime, thriller",6.676,0.8095,2020-09-05,"nani, sudheer babu, nivetha thomas, aditi rao hydari, vennela kishore","dcp aditya, a celebrated cop, faces his most unsettling case yet involving a mysterious serial killer who has been brutally killing his targets and leaving behind notes challenging aditya to nab him. teaming with apoorva, an aspiring crime novelist, and the police force, aditya finds himself walking on thin ice upon discovering the killer has another challenge for him: to prevent four more murders from happening or give up his medals and resign. what he is yet to find out is the killer's past and his desperation to carry out the killing spree without fail.",122.0,,telugu,2020.0,original,curiosity,curiosity
annamayya,"drama, history, music",6.0,0.6332,1997-05-22,"nagarjuna akkineni, ramya krishnan, kasturi shankar, suman talwar, bhanupriya","a cinematic version of the life of famous indian saint-poet, annamayya (born may 1408), follows the spiritual awakening of the mystic composer annamayya, who's first motivated to write a song of praise after visiting a temple. his devotion is put to the test when he vows to fast until he comes face to face with god, an act of faith for which he's rewarded with a blessed meal of prasad. as his fame as a singer spreads, annamayya eventually becomes a real personification of the holy nandaka sword.",14.0,,telugu,1997.0,original,sadness,sadness
ante... sundaraniki!,"comedy, romance, family",7.125,0.7402,2022-06-10,"nani, nazriya nazim fahadh, naresh, rohini, n. azhagamperumal","a man from a brahmin family falls in love with a christian girl. in order to convince their parents, they say contrasting lies which complicates the situation and leads to a comedy of errors.",32.0,,telugu,2022.0,original,"amusement, caring",amusement
mr bachchan,"action, drama, romance",3.3,0.5642,2024-08-15,"ravi teja, bhagyashri borse, jagapati babu, tanikella bharani, sachin khedekar","just four days before wedding, a fiercely honest income tax officer bachchans life takes a dramatic turn when he is reinstated from suspension and tasked with raiding the home of the powerful and ruthless politician mutyam jaggaiah.",3.0,,telugu,2024.0,original,excitement,excitement
jack,"comedy, crime, romance",6.667,0.7104,2025-04-10,"siddhu jonnalagadda, vaishnavi chaitanya, prakash raj, naresh, brahmaji","jack, an aspiring but overeager intelligence agent, goes against protocol and the real spies, to foil a potential attack on home turf.",3.0,,telugu,2025.0,original,"joy, amusement",joy
mangalavaaram,"thriller, mystery",5.1,0.7757,2023-11-17,"payal rajput, ravindra vijay, chaitanya krishna, nandita swetha, divya pillai","fear engulfs a village as murders pile up mysteriously. shailu, a young woman, is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey.",9.0,,telugu,2023.0,original,"fear, love",fear
swati muthyam,"family, drama",6.6,0.7999,1986-03-13,"kamal haasan, radikaa sarathkumar, somayajulu j v, gollapudi maruti rao, nirmalamma","after an autistic man impulsively marries a young widow, she must move to the city and ensure the welfare of her new family, against the glare of societal judgement and financial struggle.",8.0,,telugu,1986.0,original,caring,caring
falaknuma das,"action, romance, thriller, crime",5.9,0.5851,2019-04-12,"vishwak sen, harshita gaur, tharun bhascker, saloni mishra, uttej","a group of youngsters headed by das attempt to monopolise the meat business in falaknuma. however, they encounter some unexpected problems, which lead them to the path of crime.",5.0,,telugu,2019.0,original,surprise,surprise
mangampeta,"action, drama",6.0,0.8917,2024-04-20,"chandrahas kotla, ankita saha, kabir duhan singh, naga mahesh, ester noronha",plot details tba.,0.0,,telugu,2024.0,original,"excitement, anger",excitement
arundhati,"horror, fantasy, thriller",6.7,0.6848,2009-01-16,"anushka shetty, sonu sood, manorama, sayaji shinde, kaikala satyanarayana",arundhati belongs to gadwal samsthanam in 1920s. she is known for her bravery in saving the samstanam by killing pasupathi an evildoer. but the spirit of pasupathi haunts that place. another girl is born in the same lineage after 3 generations and she is named as arundhati. the spirit of pasupati is after arundhati to take the revenge.,31.0,,telugu,2009.0,original,"admiration, anger",admiration
balagam,"comedy, drama",7.045,0.5671,2023-03-03,"priyadarshi pullikonda, kavya kalyanram, sudhakar reddy, muralidhar goud, v. s. roopa lakshmi","a boisterous, bawdy, meddling village patriarch komurayyas death just before the engagement changes the course of his grandson saayilu's life and the other family members, rattling some skeletons in the closet, exposing the rifts present within the family, causing bigger sociological calamities in the small village.",11.0,,telugu,2023.0,original,"caring, sadness",caring
bubblegum,"romance, drama",5.0,0.678,2023-12-29,"roshan kanakala, maanasa chaudhary, harsha chemudu, harshvardhan rane, kiran macha","after falling in love, a street-smart man and a wealthy woman from different worlds try to work out their differences.",4.0,,telugu,2023.0,original,love,love
karthikeya 2,"mystery, adventure, thriller, action",6.224,1.5615,2022-08-13,"nikhil siddhartha, anupama parameswaran, srinivasa reddy, harsha chemudu, adithya menon","before the kalyug begins, lord krishna hands over an anklet that holds the answer to all of world s miseries. years later a doctor finds himself in the thick of things when the pursuit for the anklet carries on. a doctor with a curious mind, karthikeya, aka karthik, believes in pursuing the truth. the quest leads karthik to discover the power of the ancient indian belief system and the essence of krishna.",29.0,,telugu,2022.0,original,"curiosity, excitement",curiosity
goodachari,"thriller, action",6.826,0.6328,2018-08-03,"adivi sesh, prakash raj, jagapati babu, supriya yarlagadda, sobhita dhulipala","gopi, is the son of an ex-raw agent raghuveer. brought up by his uncle sathya, he wants to be an agent just like his father and uncle. but satya wants him to lead a normal life and not be killed like his father was. what happens in gopis life that turns everything upside down?",43.0,,telugu,2018.0,original,"fear, excitement",fear
bhagavanth kesari,"action, drama, thriller",5.8,0.4955,2023-10-19,"nandamuri balakrishna, sreeleela, kajal agarwal, arjun rampal, john vijay","bhagavanth kesari's life takes an unexpected turn when he becomes the guardian of vijaya lakshmi aka vijji, daughter of his jailer. kesari, with his unwavering sense of justice, embarks on a journey to nurture vijji into a resilient young woman aspiring to join the indian army. intertwined in this narrative is the presence of rahul sanghvi, a power-hungry tycoon whose connection with bhagavanth and vijji, unravels hidden secrets.",11.0,,telugu,2023.0,original,"curiosity, excitement",curiosity
all the best,crime,5.0,0.7022,2012-06-29,"j. d. chakravarthi, srikanth, pradeep ram singh rawat, siddhika sharma, chandramohan",ravi desperately needs money to bail out his father who has been wrongly accused and jailed. he becomes a con artist but keeps getting into trouble. chandu saves him and they become partners in crime.,1.0,226292.0,telugu,2012.0,inferred_text,"anger, excitement",anger
sarrainodu,"action, drama",6.123,1.7069,2016-04-08,"allu arjun, rakul preet singh, aadhi pinisetty, catherine tresa, srikanth","ghana, a jobless young man who left military to bring justice to the society, whiling away timing beating up goons. life takes a turn when he brushes the shady vairam dhanush the wrong way.",53.0,,telugu,2016.0,original,"excitement, anger",excitement
o saathiya,"romance, comedy",6.0,0.5418,2023-07-07,"aryan gowra, mishti chakravarty, devi prasad, kalpalatha, pramodini pammi","a carefree engineering student, arjuns life takes an unexpected turn when keerthy enters his world.just as it appears their romance is beginning to blossom, keerthy moves out of the town, leaving arjun in great despair. determined to find his lost love, he embarks on a journey filled with challenges and surprises.",0.0,,telugu,2023.0,original,"approval, love",approval
